"('Участники', 'std')","('Участники', 'count')","('Участники', 'median')","('Ставки', 'std')","('Ставки', 'count')","('Ставки', 'median')","('НМЦК', 'std')","('НМЦК', 'count')","('НМЦК', 'median')",ИНН
2.6263524654408577,33,2.0,24.504444556657536,33,14.0,99900.90358427376,33,26840.0,450c83e22e5cbde0aa9ca19e8826badb
3.5017889230584065,269,4.0,41.15642074096447,269,33.0,223513.3880092441,269,149552.49,452154186deeacbdaa1ef99a20cefc6f
1.3853490243227222,45,0.0,17.0740218525754,45,0.0,18750.657140196756,45,15847.66,452dd30a4c5cb48e562adb7ce9a302bf
,1,0.0,,1,0.0,,1,15000.0,4531a3e8545d5a348977bd3989768046
0.0,2,0.0,0.0,2,0.0,0.0,2,503625.0,4548de8dbc845c69dffb61b630dad8d3
1.4142135623730951,2,3.0,2.1213203435596424,2,6.5,241892.74456254367,2,402956.0,454a34e9d8fb4be91414a91486735bfb
2.2253945610567474,7,6.0,28.25732100670887,7,52.0,27761.025893885155,7,27580.55,455ff81fade07ccb1b02a34e70dd87a9
2.5608246970950006,49,3.0,32.324868272640146,49,26.0,129386.38141241093,49,82000.0,458f216abbc35b56d4b1f6d70db7863a
1.817439522997419,81,1.0,20.705861876516582,81,1.0,118273.21704027726,81,9062.21,45a1cc3cd954aaace68c6680ec5b48fb
1.8574175621006712,16,1.5,32.07906898067129,16,3.0,86203.84440548837,16,40506.0,45afc2eb6783af189cba8c9c1dc44c23
2.622744341103013,12,3.0,22.146037336213666,12,21.5,32714.8373736448,12,46363.585,45b6f754fc8e85cca43dd009ef552d33
1.226961606004318,24,2.0,31.417219270117883,24,8.0,25002.645660677674,24,16350.0,45e9a22502be78183a8ea4e2bd602e36
2.9359356787673594,72,2.0,28.196993147057565,72,7.0,137290.91058665127,72,28160.175,45ec0a026f0f161dc1c551719883de75
1.5275252316519465,3,2.0,17.61628034896508,3,15.0,31218.9575527435,3,85003.0,45f04c7db855af711a74e0f1f20fa547
0.8944271909999159,6,1.0,4.226897995772629,6,1.0,54606.98188034262,6,5656.25,460564b1022398ce86b96c0d1eac53ba
2.0945397523545712,32,2.0,27.315934585111023,32,17.5,854376.4868003571,32,708728.0,460b5ba065d52cb9cd125063cbe92ec5
2.258231131469331,51,2.0,19.756597309630564,51,2.0,46362.143209829206,51,10000.0,461325fc884ebaeac4cc8c23df9f55f1
2.8909205850627293,506,3.0,34.13438105407539,506,23.5,43570.553938176956,506,54205.28,461626340ed86d1cedc9ea0cd3194de1
2.4299715851758235,7,2.0,49.24718991257993,7,5.0,178663.65637281502,7,212470.0,461c05f8b34d52d38bcd6f2e1b7de2ab
1.1877349391654208,8,1.0,24.657656011875904,8,1.0,219673.59468201204,8,167276.505,463438619cd214639c5f43162324855b
2.696166720141091,139,2.0,37.31637487767336,139,4.0,124344.18179978628,139,29250.0,46366fde4b3e07446b33da8109a68680
2.5628464289109907,12,2.0,20.128940419809545,12,6.0,47362.8745888865,12,9200.0,463c8bae82c5c3f2d369030c3452b142
1.9243405155411264,81,1.0,23.102495723232487,81,1.0,32592.389713212393,81,12434.0,46428d0f5e6dfe0eded08fa7beac2dab
2.331686932864913,63,2.0,35.10542238748288,63,7.0,125020.10049261492,63,53829.75,4652f6ea4603943705c505f6d72defe4
2.4485061106813606,82,3.0,31.901166630703013,82,11.5,244609.8244462456,82,200947.5,465810aea8068839347af553c167bedf
3.305007855221667,117,3.0,36.50184601834312,117,12.0,150168.1839496002,117,74222.0,466166e2edaa72a7b7b611a14d3731de
2.8284271247461903,2,5.0,47.37615433949868,2,40.5,104571.90054933495,2,220031.5,466adbccbc899846bef3b04bc762907e
,1,5.0,,1,55.0,,1,22907.0,4670ce7620831ff55a8fede871fc9b85
2.4846934013478,56,1.0,33.817112205539935,56,1.0,50813.0638541649,56,7840.0,46738a5ceb0ebc7a36a71985796cbc0a
2.406500735766725,55,2.0,29.07797481821283,55,3.0,30009.753522145642,55,13500.0,467f49b2f1b42b5b9d264699ee4e9fb2
1.9079791967903148,40,1.0,34.53885771573362,40,1.0,3485.4946757894595,40,3125.0,4680d834a4f42c2bbeafb5d4943fda8b
2.6452539426400317,20,3.5,23.846217839799206,20,20.5,212240.47471947,20,285527.41500000004,468c58d1ed11fac18304a634bc636c38
2.4223226578685852,17,2.0,11.174748319313505,17,3.0,89422.30734755647,17,37597.4,46a05390f4ab5f988cf1743e7882c0f8
3.0689255046154202,122,3.5,35.09766504079067,122,12.0,140652.39155551192,122,61973.270000000004,46a87982b051102d8af3a36180fb274e
2.580101892251726,59,2.0,38.62994117711998,59,3.0,186102.88094758737,59,58635.0,46be7f81287680359375c152426ba65a
2.5764501233470907,15,2.0,24.5385993313159,15,4.0,127244.12487591192,15,11000.0,46dbe3ac67754e2b23904f16bae272ab
3.8278764733872084,269,3.0,40.05915319017531,269,23.0,199114.1021620403,269,96884.8,46fa7c05c6db6d7ba12fa0e73f1ccd47
2.517509306307453,60,1.0,35.79891659503862,60,1.0,77311.21398527292,60,19938.0,4700cbcd657d2dd644957d2c362e33d0
,1,0.0,,1,0.0,,1,1721.5,470ba5c5d69840ada6b63e9a0fdded5f
2.062485431183976,26,2.0,29.776190798380146,26,7.0,162222.9516172759,26,31509.379999999997,4749ce659e67fabec38a448229432e14
0.7071067811865476,2,1.5,2.8284271247461903,2,3.0,11759.185771132285,2,63155.0,476b7244cd74b6ac3d614a43a11c2d44
2.125038699338017,20,2.0,29.66639069455712,20,2.5,21095.51712508059,20,7240.0,476da33f5e4de7a650ce9a0077743c16
3.689213211193825,17,4.0,40.20032557667398,17,51.0,140842.15562139094,17,429858.04,477bf3ee579a72474b65d31abf11bf2a
2.1671244937540095,8,1.5,34.85044578522019,8,1.5,257602.1658796869,8,47925.0,47a462e2b5f39b0ffc5b396fe40d142e
3.933978962347216,7,2.0,8.246211251235321,7,2.0,781693.2166015977,7,70000.0,47c91c7da779fc1ca0b80b50d6e0be62
3.56286310521377,176,4.0,41.90157762891759,176,28.5,179161.13848821973,176,76539.2,47ccd4b557630df1887c0985b1f2a593
2.6318420347043996,192,2.0,29.32592769042463,192,3.0,398108.2435002183,192,84760.0,47e07c41253f408af5d2a5cb7575e8b1
2.6076809620810595,6,7.5,43.02905994790033,6,59.5,109384.30871391487,6,91230.70499999999,47e919da3070c26489cff6f8e71a668b
,1,4.0,,1,35.0,,1,1850000.0,47eb1929691f86bcba1d03ec37aef894
3.8099944338312404,43,3.0,39.115964685084016,43,21.0,67502.39977440196,43,27951.15,47ff155713aca02657c671907f655274
3.379200262400532,180,2.0,39.45301993666524,180,6.5,138607.04659849848,180,99250.0,4802fa2e2c5354deb14109cd23e93aef
1.7554512797005501,30,1.0,19.51433307603155,30,1.0,22314.241965020723,30,6582.1,48061f121f16c2bfb6e9347db619dec1
1.761597515453406,31,2.0,34.10417311203886,31,4.0,101049.98603186365,31,74960.0,4819bc1f432c00c5d526795a9e30bf61
3.225075365183132,100,4.0,32.517089523988936,100,35.0,214055.1829480789,100,169460.175,482df165ffddf92aa44fe9db1fdc6902
,1,0.0,,1,0.0,,1,85.15,483180a056f1906b376d941b0cd7bf88
,1,0.0,,1,0.0,,1,4786.0,4833ba43660594b34e18e86567ecb637
1.8618986725025255,6,3.0,19.75516810018752,6,5.5,12704.653327409871,6,14862.25,4845c9bc4a535edeae1abab5d46d59a5
2.7868976333859723,23,3.0,30.914455474943317,23,13.0,90892.45480830492,23,44141.76,485011affaa1915ed55d2f88a28e46f1
1.4142135623730951,2,1.0,4.949747468305833,2,3.5,32311.951473100475,2,234748.0,4872ac25091a3d6a587cd6b3dad3d1ef
2.1213203435596424,2,1.5,29.698484809834994,2,21.0,9050.966799187809,2,41400.0,4875f752a67287f103465a51d8cd4de9
0.7762500258061847,13,0.0,1.1094003924504583,13,0.0,92340.3038378871,13,80290.0,48764ce69653d328ffa1086cb8ddd6d2
0.9574271077563381,4,1.5,1.2909944487358056,4,1.5,92313.47625485586,4,350449.35,4888e329931d221e51ce10a816918463
3.8060374213030546,73,4.0,37.43002603946554,73,34.0,166676.16671475506,73,97068.99,489d0ecf40f1004cd9a29226b55c28c2
0.9574271077563381,4,0.5,2.3804761428476167,4,0.5,11626.644242508957,4,18462.42,48acc06f94065f4274430e0521ac0576
4.495500395898526,15,4.0,46.66425163819067,15,22.0,176860.42112341066,15,167615.0,48b5042e1336fda0af19c4c785044f74
2.7774602993176543,35,4.0,48.50256858831154,35,36.0,177914.72584088455,35,68120.0,48df16a1b53e92c611cfd0058903f105
3.2464202109472082,129,3.0,37.26384621179252,129,17.0,85219.73021731457,129,21257.5,4906b57b9618db5fe7a9f11033f4070d
3.1496651363809876,371,2.0,41.22218677070939,371,12.0,122614.99248754438,371,42177.6,4915db38aaff4ba697f8fca66a7c24d4
0.5773502691896258,3,0.0,0.5773502691896258,3,0.0,93902.52517887703,3,18000.0,491ebbbcf51704923b4eaa14f778b2a9
3.712075886773135,175,2.0,42.6386658940948,175,6.0,383337.77569567825,175,55218.24,4930e171bf3be1bfc75cb922aa713352
0.8864052604279182,8,2.0,36.49828763106565,8,13.5,6369.8575157461055,8,11819.415,493a2eca3f565444e7623610a76c55cf
3.3290764728864297,167,3.0,34.829726910101925,167,12.0,184084.740924969,167,99905.0,493d177d14f8a5f9c5c0feefe07f21a0
2.4311018921995866,13,3.0,25.15414020058665,13,41.0,12648.396363657768,13,9450.0,494e4001508735929ef599ce80227d6b
2.0816659994661326,3,1.0,17.616280348965084,3,1.0,97600.90257794561,3,509750.0,495d06a3d65ae9573ed89185c0fa3e7c
2.886751345948129,4,4.5,46.4399253516483,4,18.5,15151.868128056025,4,20119.7,49695af73722b4bf4b4b6356d921495f
1.816828500675229,22,1.0,21.71579511728174,22,1.0,40851.92280180304,22,22700.0,49a5dcf237d93bc657a13f0e3a4820be
3.584943503511826,145,3.0,41.12481352366624,145,27.0,184536.5523677662,145,119560.0,49b07f281facc403e0a993e166783501
1.964971020425266,9,1.0,23.84906240877779,9,1.0,17206.96230633621,9,8960.0,49ba21165a2be75dd293d42e662c301e
2.0412414523193148,6,0.0,24.903145718295647,6,0.0,5384.918445683896,6,8780.0,49caadf13f757e117be1602ae024890c
1.7159383568311666,9,3.0,44.056151039831484,9,21.0,201796.80780336776,9,107092.45,49e186264be60b8d09b20cd3d92d782a
2.081125644628649,154,1.0,24.432432653850533,154,1.0,136882.59588151137,154,115834.55,4a025fabfbdd9991db66e0dd029bd9a0
2.706978221640687,35,4.0,34.220687634600125,35,28.0,169742.33666192266,35,118493.7,4a0d4ed5075225eaedb01f60071db58e
0.885931120110267,35,0.0,9.262466049110483,35,0.0,24416.760599776702,35,17624.5,4a1566d203a86994a3ab66f5eb0a8155
3.844449094293273,52,2.0,34.726962371267724,52,3.5,215853.6309271325,52,53935.0,4a19c733c07716d81e63382c027d6fd3
2.065591117977289,6,2.0,20.810253882801785,6,2.5,23233.92659883387,6,47898.0,4a1f61b4de628b419c796629070bbf01
3.006667287589294,82,2.0,38.08486102858189,82,3.5,98240.4208656926,82,25678.1,4a228fd1821f0ab9eda56bb36034e99c
3.8078865529319543,5,5.0,31.28418130621289,5,23.0,154454.82996656338,5,123000.0,4a29569c3d9a7569df0d867a0e15a980
2.1760730956581074,18,1.0,21.46809458166514,18,1.0,21196.45037356393,18,8362.0,4a33ec8177019af89e89aade4c2187ca
3.309265030104167,154,2.0,38.8655659020315,154,4.0,124412.78749659199,154,31103.35,4a3d682d9557866108d0a6111b3fb508
1.4800257398019099,22,0.0,8.259980189278467,22,0.0,218265.2143045775,22,273352.25,4a5e3dc1427c2105a65cea8933a65dc7
3.1777852865999456,120,3.0,39.43038399601034,120,17.5,116010.16786253659,120,65482.0,4a5f0a6189af8f671f2b18ae7a54afd4
2.86039655215842,135,3.0,30.14348770043488,135,11.0,110778.69444822852,135,35600.0,4a63f221bbe2d4a50c9616bae8b1792c
2.577115813714551,102,2.0,34.58156143641166,102,8.0,57765.70148374396,102,27039.315000000002,4a786ccf8608beb95b538fe5f6218095
2.4934932158536984,55,4.0,33.831648960410895,55,42.0,59836.040563968214,55,30579.08,4a78f4452635e125889d23b36bbe29e1
3.5535211499038613,200,2.5,35.67489123069063,200,8.0,223641.35943709384,200,59495.0,4a8c57d8d298b209ed958ffc7e570ae7
1.0,5,1.0,6.107372593840988,5,1.0,3828.811889335907,5,3685.92,4a94eaa388b5e6d13d7cc70d1e0cc132
2.99063579177144,41,2.0,42.30839160261235,41,14.0,109226.17757232327,41,31000.0,4ab4f9a80f939e9989ae51232151ac68
3.006653619290815,49,4.0,31.11273936863175,49,30.0,78680.0985362082,49,26500.0,4abfaf9826886b1f92abc1fa5f37731f
3.2581464563807274,113,4.0,40.01541461836483,113,36.0,149205.39089092735,113,66990.46,4ac6141e2585b1db9b103a9c03bba40e
6.3508529610858835,3,4.0,40.079088479322145,3,33.0,101537.69759716502,3,120000.0,4ada1216c3d543efc7713b56b3f55657
2.3014744491947092,132,1.0,26.436192105993648,132,1.0,98942.23099302067,132,17400.125,4ae4837ee075e7f347e68ff2a25b32e6
2.201269687088367,17,4.0,24.591366251545423,17,39.0,17918.95343190767,17,16533.27,4ae7b9c5312e595d58e12e47abac376c
4.1619116256701405,180,3.0,36.105342804344666,180,14.0,130043.27572906707,180,46715.0,4ae8433af12927d1ad36e0fa658b24f5
3.6962937400303315,144,4.0,33.58265441481179,144,19.5,387893.7475320859,144,456500.0,4b0555e68cce7252941931fc5a46759d
2.3021728866442674,5,4.0,24.592681838303037,5,13.0,191804.1808183442,5,100442.42,4b12475a3205be14f6b608278cb66f41
2.29906813420444,7,4.0,44.3750251508983,7,44.0,6684.2828888132,7,17688.8,4b14fbdf2df18ed8d69c7c296143b25f
2.949978545298511,80,2.0,33.59248522052424,80,4.5,216916.08295372536,80,161590.0,4b17121d402a6ef74650c94ad6e0b2b4
2.2304585927044376,136,1.0,30.864067000450195,136,1.0,88560.18288693666,136,4474.71,4b18434f80695d149c6527c4172371b2
0.927960727138337,9,1.0,2.1278575558006176,9,1.0,19852.812493347134,9,37877.36,4b27e6e8c1e3f8763cca537f6b1b4700
3.556386835531768,72,4.0,41.51274621837911,72,22.0,170104.2638964745,72,64378.645000000004,4b2fdc3463bfd6b9bcab02f293442313
3.152974386973268,71,3.0,37.28491638638389,71,20.0,184032.35296600862,71,104000.0,4b524f0f7e2d8f5e86a98b26f39a7e1e
3.6830714736312347,153,3.0,37.62676201607363,153,11.0,151115.24338368126,153,47700.0,4b5d0bf5b27b6c4f39c09c29fe470560
1.8697147732564272,16,2.0,40.16611341251063,16,12.5,37687.07955022904,16,46275.0,4b6fe7107d98301ba3646a716ab54ec0
2.48822260437191,241,1.0,30.21621943613146,241,1.0,356876.5689522234,241,87120.0,4b96b179683e145b4d54b355c8d1ede6
2.1213203435596424,2,1.5,19.091883092036785,2,13.5,214359.4207167019,2,198425.0,4b99225ff294c068c7fc7410ed1f050c
3.5212505304242763,151,3.0,40.838114690556274,151,23.0,192692.27205531916,151,76167.01,4ba5f09e6e74494011cb49636533b3a3
1.3018205875255098,20,1.0,16.909667119883323,20,1.0,41878.8038772226,20,10975.0,4ba6ecef614963fe5b280d9a0757d435
,1,3.0,,1,4.0,,1,590100.0,4baeaca4d3e27757d9af2dade176fa8f
1.6684201302412267,19,3.0,11.58189755079853,19,13.0,48585.51908298837,19,64000.0,4bd440fc6b09e1a80e43e978278c45cc
2.659707555542187,229,2.0,31.558474204381838,229,7.0,176988.92411141974,229,88495.0,4be20c1715f424c41a80b3bc45172da5
2.345207879911715,5,5.0,30.402302544379758,5,13.0,25681.21982132605,5,53274.0,4bedd5bbf145fd063022a084e4d8f5b5
2.3424729426782047,27,4.0,35.578651686656926,27,45.0,56622.533677198284,27,24871.66,4bfcf2166b963e84f82a127265efa2c5
3.459426918400034,58,3.5,31.4169123808351,58,25.0,174467.32518201706,58,108950.0,4c152aa968e655a5e3be4d5cb48165f9
2.0635078182863835,32,1.0,17.35234366433426,32,1.0,66003.50314978862,32,18427.79,4c16d9257ecaac7c9a1610a22631775d
1.7320508075688772,3,0.0,8.082903768654761,3,0.0,181305.51332304635,3,277200.0,4c20d413667c2a2da4b4b83816a633bd
2.7863435311293503,165,3.0,39.335272165877235,165,26.0,990305.8487058886,165,183000.0,4c4dcddf47acac249056a2607e8ce377
4.347702957701154,35,2.0,31.34004338426689,35,4.0,80129.58158911671,35,46581.0,4c63bf158e1c0d434d0dafade2aa460e
0.816496580927726,4,2.0,4.242640687119285,4,4.5,66823.15734470417,4,82635.66500000001,4c65ad1b1b0d1ea7e39a0be71a38867e
1.8973665961010278,16,2.0,21.109140989943988,16,2.5,103917.73308028253,16,60663.0,4c852e13fa1c6841fa0c556d8850cf6e
2.138089935299395,8,3.5,31.672430553130226,8,33.5,49698.276992143874,8,30370.5,4c950706432d3c831087dfb31b075d2a
3.008589655070699,128,2.5,39.200504645584644,128,11.0,150070.8110772757,128,30680.165,4ca0f66c3297f033fead0f9e58ead23c
,1,0.0,,1,0.0,,1,30000.0,4caa7868fdd46f29d55e53f5f43a627a
2.8212923979852764,368,2.0,26.867663367953874,368,4.0,183829.01122568533,368,104482.17,4cb34ef239da1b2cb6674aa69215008d
3.4075080500434787,9,3.0,29.706901555025897,9,9.0,45841.44504719119,9,4302.5,4cf7acf7aa1b7625735291300c6fd953
1.8257418583505538,13,2.0,30.963998946667576,13,2.0,12974.042333371286,13,15202.8,4d0f5d789982c28badde8af4315bbcd1
2.1482322874364197,51,2.0,28.04971776447433,51,5.0,456408.3043618749,51,190800.0,4d4dccfce7886d8f0896b987fe77bfba
1.797434068545834,13,1.0,15.448840301675288,13,1.0,49036.397219467355,13,10500.0,4d51539c91e29f31793afd7d81b4c853
2.894283482466235,37,3.0,35.25782344550091,37,25.0,217638.83544322784,37,61530.2,4d569286b595833296bf155814bf9238
2.5247314720278577,19,2.0,29.265172003555026,19,3.0,9045.851077281279,19,4069.95,4d63ee2e54711fbb842fa1b76fa1d7bb
2.637090121027004,70,3.0,33.67533455438708,70,24.0,138400.04890859267,70,42420.0,4d68030f2a255248ff8e44ab9a04e8a8
2.1001700611413083,8,2.5,30.41028961199999,8,25.0,133627.82049246813,8,257847.36,4d72e18e4d5948ed61d138e710a26e74
3.8250535267834653,30,5.0,44.79097045703251,30,31.5,68326.20656082936,30,43318.95,4da1d9588ac877f48f86622c956658fa
2.2870874995874626,13,3.0,37.590915432813325,13,10.0,625122.1010261225,13,422062.0,4dbf25aa5a263f158d26f7a65289f5ec
3.243125840814346,67,3.0,42.80938682322971,67,47.0,112812.17621884937,67,59204.0,4dc0039a286a5f7e4f4b1b5f6f92cf36
1.4142135623730951,2,1.0,2.1213203435596424,2,1.5,1385.9292911256332,2,29880.0,4dc8a4158fd7ec53f141ae72a43d1e88
3.3878407741448813,94,4.0,40.42465615735529,94,23.0,213092.66904451803,94,202931.52000000002,4dcb1ab22bb907ae7ff41177f8d12bbe
1.4142135623730951,2,1.0,1.4142135623730951,2,1.0,0.0,2,185592.0,4de63174fd00e3343b2ae39adbca8866
1.853444471856767,40,2.0,25.056807253590584,40,4.0,39530.91165969572,40,17595.0,4e05d964b23d9e691af5b497f0db3346
2.065879266282796,8,2.5,17.728105208558365,8,6.5,51130.072086241256,8,32605.825,4e1b661a4f6d387eda7a246895974bc1
,1,1.0,,1,1.0,,1,207095.0,4e348b86653b75dc17f50d8599088f28
3.0241184534779952,124,3.0,36.560972285571125,124,19.0,178088.72883674531,124,66944.0,4e41120fcb5aa79c4aedb3befc6ece61
3.611945991588722,91,3.0,37.02107771743275,91,24.0,113774.6535589626,91,48500.0,4e46858287f9bcdf65bbf3496da8bf32
3.30013802795833,98,4.0,42.44632754019461,98,27.0,168874.45991431692,98,44772.165,4e49bb2c7ca52645f82e466bdab9ab50
2.2611500464226535,59,1.0,30.414840728308047,59,1.0,37915.02426523596,59,18500.0,4e56a9c3cbe3f8ff67133580b2bf9628
2.4529676513114107,69,3.0,32.60702098569889,69,14.0,115068.44024523975,69,25205.75,4e5f28b62f6d462f53b63796881c305e
2.8621287221083915,147,2.0,33.26158945891392,147,2.0,42990.88629129894,147,21400.0,4e633ffca867fe46549b4740df2f546f
3.6553827927897458,27,3.0,35.34607091806286,27,13.0,46187.20921011411,27,24800.0,4e6533736d5dc8799a1197a48a4d8f9e
1.8302112453523989,18,3.0,40.21494535698587,18,23.0,89544.61724031913,18,14030.0,4e6e373ceedaa04adf649bb4499a2447
0.5773502691896257,4,1.5,2.362907813126304,4,2.0,238674.85808603547,4,143328.35,4e705d44298f2c0b37195e41ac212955
3.384840152376897,15,1.0,16.788034287494625,15,1.0,21087.207526523438,15,37950.0,4e8ae17f5656d6318900a2197cc32d81
2.6897673663067008,33,3.0,26.491886979933604,33,19.0,236071.02420134927,33,449400.0,4e8ec1b4089ac8c5593d74d6681a931b
2.791654228828014,25,2.0,32.33506868195376,25,4.0,29194.658183765958,25,11735.05,4e8ed1943d041af0285243ce51d75bbe
1.212051064187931,243,0.0,6.957010363509099,243,0.0,127878.72842849833,243,62241.0,4e97359cb97f92a22dcfb81ec0e4eb8a
3.0348304859466815,51,3.0,24.819742300095246,51,8.0,50010.58686678252,51,30000.0,4ec8492d371f11fa4fdf11922fd76c9c
0.0,2,0.0,0.0,2,0.0,22767.424140644456,2,93296.0,4edd1f71f44e1d2ef7e2214fa6a34dc4
2.6952133974384953,97,4.0,38.514844618844634,97,34.0,240534.74033211268,97,99900.0,4f21d746f663f736e4174e780a6b6a99
4.187825066532602,12,2.5,47.60888636175037,12,37.0,40380.87615359303,12,25840.0,4f44b5a148ad6204d06abe0cb72019b5
2.23606797749979,9,1.0,16.215561798607055,9,1.0,81647.20826926797,9,238838.5,4f55f15a62dcec335655f637b571fe30
2.4094198090913563,295,1.0,24.09524942019149,295,1.0,280642.73548641166,295,83169.88,4f56358d6b983a7c8fddddaf68f9124c
2.417801920967112,32,2.0,34.567590988875594,32,15.5,95709.55869099605,32,57869.4,4f98e3215cab123180c7ca6b25433bae
2.423209850410876,181,2.0,36.004091405183814,181,11.0,236608.98732183388,181,44758.14,4f9c3a1b0b9d87cebf8849b43ca2cef9
3.8526895192703736,106,5.0,41.68682818594923,106,41.5,169357.61342808645,106,69980.0,4fbdc05e21b13a6000bc8756b6a6f04a
2.833333333333333,81,1.0,32.49528930722873,81,1.0,188498.94887251678,81,28804.8,4fc91d24824128fc954a16c0f790a1c5
2.8024253968991837,313,2.0,26.990734979237292,313,3.0,134523.19789335193,313,30870.0,4fcf16927a10419e20bc1beba1c918e3
1.5634719199411433,9,2.0,35.41892149684968,9,6.0,189324.41029582635,9,61080.0,4fe42da8a9c295a5967a609b28daaf61
2.830202406560432,220,3.0,38.015373438698276,220,26.0,201109.95697919026,220,151706.725,500e0fa848d0ddc85ea5d7f853d8013e
1.1338934190276817,7,0.0,4.864839839775474,7,0.0,201432.32631581614,7,34090.0,503d843f0d73226ae8f75d3a4a7b6c55
4.08656334834051,5,5.0,39.03203812254748,5,38.0,56233.59542835582,5,47952.0,5040154bb52a46547e21bad0ec2f2bb2
2.1213203435596424,2,5.5,29.698484809834994,2,41.0,175192.7266093043,2,226756.965,5040a4907eeeb851bd9c4a42f3004108
0.7071067811865476,2,0.5,0.7071067811865476,2,0.5,636.3961030678928,2,49950.0,504a69c98366f505faddc13c03ee3fee
3.204163957519444,6,3.0,39.635421868155596,6,56.0,47521.303526852214,6,3703.25,506e661c61a7ab345e21b1b9456be37f
2.149446468307625,37,3.0,21.16310177825729,37,16.0,145985.45263673514,37,95700.0,506fe430b0712040873fef9149cecdde
,1,0.0,,1,0.0,,1,554750.0,5083a002335df601bc3238834cff38de
1.5864848081043237,34,2.5,25.069742292445408,34,5.5,141565.80478153998,34,193086.475,509dd61e29e49df1ce3d555a42a799a7
4.198482336376662,156,3.0,42.2507829519126,156,11.0,596135.925596789,156,203850.0,50bfe3c732e335e950530393aa570c07
2.0873432809163397,169,1.0,32.54902451534508,169,1.0,69965.87522250753,169,22078.3,50e48070c7ef91fc5a192d1fa4a340f9
,1,3.0,,1,32.0,,1,501934.67,50e8e8328037b2654d6ec7465e18a405
2.9677911359626594,203,3.0,38.754362333964515,203,27.0,179052.76570827587,203,80000.0,50f1eb745f5647c089602c0bcdfa2be5
2.504200552704049,50,1.0,29.96335176477411,50,1.0,135753.55196935832,50,47532.244999999995,5104432a81c72ec96c832f19b7bf4b19
3.222677087983427,462,3.0,40.369779750557086,462,32.0,130988.60335837373,462,37397.5,51057074534d7dbba1ad5fe69a140d90
1.1464230084422218,21,1.0,10.470593743113774,21,1.0,83816.80963577356,21,13500.0,515d114cecaafd180f1958600343d96e
1.4142135623730951,2,1.0,23.33452377915607,2,16.5,345916.63735645905,2,254500.0,5163ad55ebaedee7e631f1c6210bb07b
1.3024701806293193,8,1.0,7.596991885890476,8,1.0,161186.40439098486,8,120476.55,51a13367ea7a0c08cf3d2382373ee096
2.641185731629928,30,2.0,33.90731111613595,30,2.5,31632.671580472237,30,41972.72,51ef0151f7f8f64439b92d3f23e4da92
2.0615528128088303,4,2.5,14.198004554631378,4,8.5,5672.424525720902,4,52420.0,51f19bab67e048f4bae05ae6c22339d9
0.0,2,0.0,0.0,2,0.0,130.0086527889589,2,2631.9300000000003,51f60c0b2dc06bcb628fb1d967f233e8
3.1400457012039995,60,3.0,35.48566990154733,60,15.0,778634.1008640064,60,404785.0,51fb6bc594748663e6a39f9807fd4189
1.4142135623730951,2,3.0,16.263455967290593,2,15.5,282699.02130561415,2,349845.105,521dd19d2081a664feca24f94e6db36e
2.614137305276282,73,3.0,35.71696086958566,73,7.0,185394.76152879282,73,98850.0,5224e697f054126be8815e72dc58ce6a
3.5436965287280597,96,2.0,44.52602235397484,96,10.5,194200.0264629132,96,56848.0,5226aa17cac70ce1e4924e5c100db4fc
3.281155686057639,182,2.0,35.87081259751171,182,7.5,232357.4661702939,182,155000.0,52333123cfc9d2c4a4ef4e9aecdcb4af
2.8979126794811982,37,4.0,31.608576401067197,37,15.0,159380.5241369632,37,40679.04,523480882a714bc3e143dce03628ca76
2.613166424298652,134,2.0,34.85456984622069,134,3.0,200246.56777322924,134,100943.0,524d74d9e6220b1244a1536c4fccb373
2.488066757640597,21,2.0,30.748131960293442,21,2.0,88731.03357901472,21,19243.33,525424efa98e262dd9fcab0b43767956
0.816496580927726,10,1.0,3.2998316455372216,10,1.0,251317.78416976385,10,81100.0,52570302787cec346f159eaefc4dcc61
2.730411965557786,43,4.0,32.76634621185744,43,30.0,47018.94576946405,43,21751.0,52733197bcbc9fee8fd04428d7609a4b
2.990648148621699,165,4.0,41.85811302503089,165,33.0,196874.51791358314,165,82600.0,529ec6e0c8e666f89e4573bb0b6105b3
2.2049172499328367,23,1.0,33.55857365283346,23,1.0,76657.90099520076,23,39420.0,52d3a7089c3c11666bc74a669edebba1
2.431690886477121,48,1.5,30.67987737730588,48,1.5,17375.881900522312,48,5653.3,52e9cc46c0bcbcfbb7eee8350dd1043c
3.631032520251033,48,6.0,37.883072952336605,48,63.5,145829.30563351786,48,58227.285,52f5c9dca13f822e46f8e842899a4bce
1.4142135623730951,4,2.5,18.59211302317912,4,13.5,4502.298353184923,4,10502.03,53173db49deb368d9cb2cab9bbeecd18
,1,0.0,,1,0.0,,1,33364.0,5328ea686e670569826ed71ca27a3afb
1.9539506611847286,38,2.0,26.30356757439616,38,2.5,31477.23482919325,38,41000.0,534bec475c1db36c652af66c4e7cf1b5
1.9553345834749953,25,2.0,23.32223545603351,25,9.0,28343.953817862213,25,22266.67,535d72d0575dce09de7abf2e4a0c658d
,1,2.0,,1,2.0,,1,86878.0,5381096de1ea1a443a14330904253a5a
3.2041639575194445,16,5.0,34.25097322218256,16,59.5,83144.40741655152,16,13926.4,53a0854420c0d5e856a45f3df05f8d51
